Banda,Valor Medio
Banda 1,1181.871794871795
Banda 2,1230.128205128205
Banda 3,1366.025641025641
Banda 4,1504.6923076923076
Banda 5,1713.5897435897436
Banda 6,1965.7948717948718
Banda 7,2105.128205128205
Banda 8,2274.871794871795
Banda 9,2787.641025641026
Banda 10,2396.641025641026
Banda 11,4.6923076923076925
Banda 12,64.97435897435898
