Banda,Valor Medio
Banda 1,1193.0
Banda 2,1314.3333333333333
Banda 3,1446.0
Banda 4,1712.3333333333333
Banda 5,1899.3333333333333
Banda 6,1960.3333333333333
Banda 7,2095.6666666666665
Banda 8,2218.6666666666665
Banda 9,2863.0
Banda 10,2607.3333333333335
Banda 11,5.0
Banda 12,1914.6666666666667
