Banda,Valor Medio
Banda 1,1413.2631578947369
Banda 2,1427.9736842105262
Banda 3,1597.0526315789473
Banda 4,1592.0526315789473
Banda 5,1955.7631578947369
Banda 6,2685.0789473684213
Banda 7,2906.7631578947367
Banda 8,3118.0263157894738
Banda 9,2762.4736842105262
Banda 10,2129.815789473684
Banda 11,5.921052631578948
Banda 12,60.78947368421053
