Banda,Valor Medio
Banda 1,920.9607843137255
Banda 2,958.2549019607843
Banda 3,1051.6666666666667
Banda 4,1104.7843137254902
Banda 5,1287.549019607843
Banda 6,1629.9607843137255
Banda 7,1764.450980392157
Banda 8,1876.7254901960785
Banda 9,1967.450980392157
Banda 10,1769.9411764705883
Banda 11,3.019607843137255
Banda 12,877.2941176470588
