Banda,Valor Medio
Banda 1,1292.0526315789473
Banda 2,1388.5526315789473
Banda 3,1559.3157894736842
Banda 4,1557.7631578947369
Banda 5,1944.5526315789473
Banda 6,2718.315789473684
Banda 7,2967.815789473684
Banda 8,3168.0263157894738
Banda 9,2835.8684210526317
Banda 10,2219.7631578947367
Banda 11,4.2894736842105265
Banda 12,1710.2631578947369
