Banda,Valor Medio
Banda 1,902.3333333333334
Banda 2,940.7058823529412
Banda 3,1039.7450980392157
Banda 4,1103.6666666666667
Banda 5,1286.2745098039215
Banda 6,1615.7058823529412
Banda 7,1749.2549019607843
Banda 8,1860.549019607843
Banda 9,1970.6470588235295
Banda 10,1772.6274509803923
Banda 11,3.0
Banda 12,1264.862745098039
