Banda,Valor Medio
Banda 1,1121.1649659863945
Banda 2,1190.8419784580499
Banda 3,1390.3358843537414
Banda 4,1411.672902494331
Banda 5,1768.3676303854875
Banda 6,2700.6276927437643
Banda 7,3024.7718253968255
Banda 8,3262.485827664399
Banda 9,2684.9036281179137
Banda 10,1909.0986394557824
Banda 11,3.9183673469387754
Banda 12,48.25028344671202
