Banda,Valor Medio
Banda 1,1149.1351351351352
Banda 2,1207.972972972973
Banda 3,1400.1891891891892
Banda 4,1513.972972972973
Banda 5,1782.2162162162163
Banda 6,2259.2432432432433
Banda 7,2417.108108108108
Banda 8,2583.5405405405404
Banda 9,2646.7837837837837
Banda 10,2123.027027027027
Banda 11,4.108108108108108
Banda 12,66.32432432432432
