Banda,Valor Medio
Banda 1,1110.179487179487
Banda 2,1209.076923076923
Banda 3,1324.871794871795
Banda 4,1464.3589743589744
Banda 5,1669.5384615384614
Banda 6,1936.974358974359
Banda 7,2086.769230769231
Banda 8,2241.102564102564
Banda 9,2784.3076923076924
Banda 10,2485.871794871795
Banda 11,4.128205128205129
Banda 12,1839.0
