Banda,Valor Medio
Banda 1,1126.6756756756756
Banda 2,1230.8108108108108
Banda 3,1399.7027027027027
Banda 4,1525.162162162162
Banda 5,1787.4324324324325
Banda 6,2258.972972972973
Banda 7,2435.7297297297296
Banda 8,2603.2972972972975
Banda 9,2699.3513513513512
Banda 10,2194.324324324324
Banda 11,4.108108108108108
Banda 12,1499.972972972973
