Banda,Valor Medio
Banda 1,1320.3333333333333
Banda 2,1411.6666666666667
Banda 3,1515.6666666666667
Banda 4,1721.3333333333333
Banda 5,1884.6666666666667
Banda 6,1987.6666666666667
Banda 7,2108.0
Banda 8,2245.0
Banda 9,2824.6666666666665
Banda 10,2586.6666666666665
Banda 11,5.0
Banda 12,1040.6666666666667
