Banda,Valor Medio
Banda 1,1167.4954648526077
Banda 2,1271.4299886621316
Banda 3,1423.9708049886622
Banda 4,1430.234835600907
Banda 5,1752.0233843537414
Banda 6,2706.016156462585
Banda 7,3060.433673469388
Banda 8,3283.5508786848072
Banda 9,2712.090844671202
Banda 10,1950.1370464852607
Banda 11,3.923185941043084
Banda 12,1064.6802721088436
