Banda,Valor Medio
Banda 1,1138.5897435897436
Banda 2,1229.1538461538462
Banda 3,1322.7179487179487
Banda 4,1450.6923076923076
Banda 5,1655.5128205128206
Banda 6,1911.1025641025642
Banda 7,2050.4358974358975
Banda 8,2199.3076923076924
Banda 9,2701.5641025641025
Banda 10,2411.230769230769
Banda 11,4.128205128205129
Banda 12,1236.4358974358975
