Banda,Valor Medio
Banda 1,1075.752692743764
Banda 2,1200.4968820861677
Banda 3,1376.581065759637
Banda 4,1397.4131235827665
Banda 5,1736.4094387755101
Banda 6,2681.578798185941
Banda 7,3031.926303854875
Banda 8,3255.701530612245
Banda 9,2708.844387755102
Banda 10,1944.1517857142858
Banda 11,3.91312358276644
Banda 12,1600.2867063492063
